//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,
Snapshot 2B Jake Wood DET 1963,71064,65,7,,,,1963,N,Detroit Tigers,DET,Wood,Jake,,2,22,6,1937,1,1,4,0,69,55,78,75,72,69,81,54,78,92,57,114,67,56,78,71,77,58,0,1,0,77,80,87,97,19,8,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,5,2,90-92,4,185,66,45,41,53,0,0,0,7,9,6,0,0,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,woodja01,60,74,75,0,2025-03-14,
Rookie Sensation SP Alex Wood ATL 2013,71497,61,3,,,,2013,N,Atlanta Braves,ATL,Wood,Alex,AWood,58,12,1,1991,1,2,1,11,4,5,3,3,2,1,4,8,3,3,2,1,4,4,3,4,2,1,0,0,0,5,5,6,5,23,45,67,69,56,86,35,81,89,61,115,38,62,63,55,78,34,0,85,0,0,0,92,0,0,0,78,0,0,53,79,2,92-94,3,193,35,15,24,23,0,0,0,5,4,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,woodal02,60,160,77,269,2025-03-14,
MLB 2025 Live SP Bryan Woo SEA,72156,90,1,,,,2025,N,Seattle Mariners,SEA,Woo,Bryan,,22,30,1,2000,3,1,1,11,16,19,4,17,14,18,17,20,4,18,15,19,16,19,4,17,14,18,0,0,0,18,4,17,33,83,12,70,92,109,77,124,64,83,104,72,107,75,103,114,86,137,90,77,0,65,0,76,0,0,0,0,0,0,54,44,3,95-97,3,188,31,24,36,13,1,1,3,11,19,29,65,0,49,0,2,0,0,0,0,0,1,0,1,0,0,0,0,8,4,50,0,0,woobr01,5501,6666,5843,0,2025-03-14,
MLB 2025 Live C Connor Wong BOS,71827,69,1,,,,2025,N,Boston Red Sox,BOS,Wong,Connor,,12,19,5,1996,1,1,2,0,82,97,70,56,69,99,88,102,74,58,73,103,81,96,69,56,68,98,0,0,0,71,41,63,68,53,45,1,21,1,1,61,1,20,1,1,60,1,21,1,1,62,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,80-83,4,185,51,58,59,53,53,54,67,64,64,50,104,52,78,49,47,35,74,41,61,1,1,1,1,1,1,1,1,8,1,2,0,0,wongco01,130,333,168,0,2025-03-14,
Hardware Heroes SP Barney Wolfe WS1 1905,70285,66,9,,,,1905,N,Washington Senators,MIN,Wolfe,Barney,,58,10,6,1876,1,1,1,11,4,8,7,5,2,1,4,8,7,5,2,1,4,8,7,5,2,1,2,2,0,24,13,6,39,25,60,41,88,80,74,117,38,82,79,71,105,44,94,83,77,128,50,52,0,57,0,0,0,0,0,0,0,0,71,72,2,88-90,3,185,24,20,20,16,0,0,0,10,6,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,wolfeba01,69,320,76,2780,2025-03-14,
Snapshot RF Chicken Wolf LS2 1884,70828,67,7,,,,1884,N,Louisville Eclipse,BOS,Wolf,Chicken,,55,12,5,1862,1,1,9,0,92,99,62,23,92,88,98,102,65,25,98,91,91,98,62,23,90,87,0,1,0,72,92,85,58,5,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,24,0,0,0,0,8,0,0,0,0,0,1,21,2,89-91,3,175,3,7,1,10,44,57,55,71,78,80,0,44,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,1,2,0,0,wolfji01,26,99,82,0,2025-03-14,
MLB 2025 Live SS Bobby Witt Jr. KC,72042,100,1,,,,2025,N,Kansas City Royals,KCR,Witt Jr.,Bobby,,7,14,6,2000,1,1,6,0,110,156,104,62,88,122,116,160,108,65,93,131,108,154,103,62,87,119,2,2,3,106,84,79,93,57,44,1,35,15,16,75,1,35,15,16,73,1,37,16,17,77,41,0,0,0,0,0,0,0,0,0,0,0,38,33,3,92-94,3,185,96,90,96,92,2,2,2,55,57,78,139,0,97,115,108,101,69,30,63,0,1,1,1,1,1,1,1,8,5,200,0,0,wittbo02,28000,0,39256,0,2025-03-14,
MLB 2025 Live 2B Brett Wisely SF,72696,61,1,,,,2025,N,San Francisco Giants,SFG,Wisely,Brett,,70,8,5,1999,2,1,4,0,77,91,51,74,75,81,76,88,49,72,73,79,78,92,52,75,76,82,2,2,0,62,51,68,62,75,3,1,27,25,2,77,1,28,25,3,78,1,26,25,2,76,37,0,17,8,0,0,0,0,0,0,0,0,53,39,3,91-93,3,175,67,71,54,64,2,2,5,69,59,53,120,0,65,71,58,53,79,48,66,0,1,1,1,1,1,1,1,8,1,2,0,1,wiselbr01,36,110,81,0,2025-03-14,
MLB 2025 Live SS Masyn Winn STL,72540,76,1,,,,2025,N,St. Louis Cardinals,STL,Winn,Masyn,Energizer Bunny,0,21,3,2002,1,1,6,0,78,92,65,64,86,73,82,97,67,68,94,75,77,91,65,63,83,73,1,1,0,79,51,79,73,75,61,46,37,14,11,90,46,38,14,12,92,45,36,14,11,87,67,0,45,28,0,0,0,0,0,0,0,0,39,48,3,95-97,3,180,85,81,100,75,2,2,3,68,57,100,134,0,82,97,99,87,89,53,85,0,1,1,1,1,1,1,1,8,2,5,0,0,winnma01,901,0,1405,0,2025-03-14,
MLB 2025 Live SP Keaton Winn SF,72679,65,1,,,,2025,N,San Francisco Giants,SFG,Winn,Keaton,,67,20,2,1998,1,1,1,11,17,12,3,12,14,21,18,13,3,13,15,22,17,12,3,12,14,21,0,0,0,14,8,16,19,54,6,63,83,83,86,77,58,76,80,78,72,68,91,85,93,87,78,67,0,0,0,64,59,0,0,0,0,0,52,31,2,96-98,3,193,22,1,48,19,3,3,2,25,15,28,36,0,30,0,0,0,15,0,0,0,1,0,0,0,1,0,0,8,1,2,0,1,winnke01,50,107,101,0,2025-03-14,
MLB 2025 Live LF Jesse Winker NYM,72335,77,1,,,,2025,N,New York Mets,NYM,Winker,Jesse,Wink,3,17,8,1993,2,2,7,0,71,78,72,121,76,68,67,76,66,113,71,65,73,79,74,125,78,69,2,2,0,34,32,73,44,28,19,1,28,1,1,83,1,28,1,1,83,1,28,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-,4,188,18,24,38,12,0,0,0,46,44,65,51,0,36,0,0,0,53,11,46,0,1,0,0,0,1,1,1,8,2,5,0,0,winkeje01,101,195,253,0,2025-03-14,
Pre-Order Bonus - Hall of Fame RF Dave Winfield SD Peak,72777,99,4,HOF,,Pre-Order Bonus,1977,Y,San Diego Padres,,Winfield,Dave,,31,3,10,1951,1,1,9,0,95,98,118,97,89,94,97,96,136,127,103,85,94,99,114,88,84,97,2,0,0,94,78,89,97,20,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,21,2,90-92,3,198,10,5,5,4,0,0,0,89,96,102,0,0,0,0,0,0,120,92,114,0,0,0,0,0,1,1,1,3,4,75,0,0,winfida01,10010,22000,17872,0,2025-03-14,
MLB 2025 Live SP Josh Winckowski BOS,71816,67,1,,,,2025,N,Boston Red Sox,BOS,Winckowski,Josh,,25,28,6,1998,1,1,1,11,16,15,12,10,16,16,17,16,13,11,18,17,16,15,12,10,16,16,0,0,0,12,10,7,20,45,33,61,81,83,91,63,59,78,82,87,62,63,83,84,93,65,70,61,0,54,59,62,0,0,0,0,0,0,52,46,2,95-97,4,193,28,52,45,23,1,1,1,3,3,3,84,0,67,13,22,0,0,0,0,0,1,1,1,0,0,0,0,8,1,2,0,0,winckjo01,62,126,130,0,2025-03-14,
MLB 2025 Live LF Weston Wilson PHI,72362,66,1,,,,2025,N,Philadelphia Phillies,PHI,Wilson,Weston,,14,11,9,1994,1,1,7,0,62,72,89,77,58,69,64,74,94,80,60,71,62,72,87,77,58,69,3,2,0,65,62,82,65,51,38,1,29,1,1,85,1,29,1,1,85,1,29,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,4,185,55,63,61,44,1,1,1,58,63,59,109,0,80,51,51,38,68,32,58,0,1,1,1,1,1,1,1,8,1,2,0,0,wilsowe01,40,85,80,0,2025-03-14,
Snapshot C Red Wilson DET 1958,71171,72,7,,,,1958,N,Detroit Tigers,DET,Wilson,Red,,10,7,3,1929,1,1,2,0,91,56,30,80,97,81,80,64,26,94,106,64,95,54,32,78,94,91,0,1,0,49,43,87,65,36,6,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,3,2,90-92,3,183,2,1,2,2,65,99,50,1,2,4,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,0,0,wilsore01,101,300,326,700,2025-03-14,
MLB 2025 Live RP Justin Wilson BOS,71815,51,1,,,,2025,N,Boston Red Sox,BOS,Wilson,Justin,J Willy,32,18,8,1987,2,2,1,12,22,17,3,17,20,25,22,17,3,17,20,25,24,18,4,18,21,26,1,1,0,11,14,5,15,39,39,75,46,78,46,46,81,50,80,51,48,73,46,78,46,46,94,77,64,0,73,0,0,0,0,0,0,0,11,40,3,96-98,3,188,22,18,28,6,0,0,0,0,0,0,45,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,wilsoju10,30,58,41,0,2025-03-14,
Rookie Sensation SP Jim Wilson BOS 1945,71529,49,3,,,,1945,N,Boston Red Sox,BOS,Wilson,Jim,,79,20,2,1922,1,1,1,11,15,37,13,24,14,16,18,42,7,25,8,26,15,36,15,24,16,13,0,2,0,5,3,6,6,23,29,66,86,26,67,124,70,84,19,69,116,62,86,30,65,130,57,75,89,76,0,0,0,0,0,0,45,0,68,46,4,90-92,3,183,29,76,43,23,0,0,0,2,2,9,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,wilsoji02,6,40,24,0,2025-03-14,
MLB 2025 Live SS Jacob Wilson ATH,72139,46,1,,,,2025,N,Athletics,OAK,Wilson,Jacob,,2,30,3,2002,1,1,6,0,91,124,41,51,112,74,93,126,42,52,114,75,91,124,41,51,111,74,2,2,0,52,13,11,47,44,35,1,25,4,1,73,1,24,4,1,71,1,25,5,1,75,5,0,0,0,0,0,0,0,0,0,0,0,5,9,4,75-80,3,188,71,84,69,71,1,1,1,54,50,57,128,0,94,82,76,67,61,23,51,0,1,1,1,1,1,1,1,8,0,1,0,1,wilsoja05,13,90,50,0,2025-03-14,
All-Time Legend CF Hack Wilson CHC Peak,71381,100,4,,,,1930,Y,Chicago Cubs,,Wilson,Hack,,4,26,4,1900,1,1,8,0,69,89,143,124,47,95,67,78,150,111,48,88,71,94,141,130,47,98,0,1,0,54,41,50,52,92,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,5,2,90-92,3,168,9,6,10,2,0,0,0,71,45,91,0,0,0,0,0,0,88,55,83,0,0,0,0,0,1,1,1,1,5,200,0,0,wilsoha01,30000,39999,42113,0,2025-03-14,
Matt Stairs Mission - Rookie Sensation 1B Craig Wilson PIT 2001,71617,72,3,,,Matt Stairs Mission,2001,N,Pittsburgh Pirates,PIT,Wilson,Craig,,36,30,11,1976,1,1,3,0,63,26,116,72,35,91,78,16,122,80,29,148,59,29,115,69,37,78,0,0,0,48,41,72,40,13,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,0,0,0,0,0,0,0,1,19,2,91-93,3,188,46,31,51,31,44,47,36,67,62,82,0,31,70,0,0,0,85,0,78,1,1,0,0,0,1,0,1,5,2,5,0,0,wilsocr03,444,0,440,0,2025-03-14,
MLB 2025 Live RP Bryse Wilson CWS,71932,50,1,,,,2025,N,Chicago White Sox,CHW,Wilson,Bryse,,46,20,12,1997,1,1,1,12,20,16,18,24,19,21,20,16,19,25,20,21,20,16,18,24,19,21,0,0,0,17,12,20,19,44,40,61,61,87,42,99,62,63,88,44,101,61,60,87,42,97,75,0,61,53,68,0,0,0,0,0,0,0,44,49,4,94-96,3,185,40,41,61,22,0,0,1,49,42,58,88,0,66,21,32,12,54,15,45,0,1,1,1,1,1,1,1,8,0,1,0,1,wilsobr02,10,54,44,0,2025-03-14,
Negro League Star SS Artie Wilson BBB 1948,71773,100,2,,,,1948,N,Birmingham Black Barons,BBB,Wilson,Artie,,15,28,10,1920,2,1,6,0,128,99,12,119,109,132,114,84,9,112,96,122,134,104,13,122,113,135,0,0,3,71,77,79,66,31,40,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,20,2,90-92,4,178,101,100,100,94,0,0,0,8,3,8,0,0,84,123,117,110,0,0,0,0,1,1,1,1,0,0,0,2,5,200,0,0,wilsoar02,56667,90000,95768,0,2025-03-14,
Hardware Heroes SS Maury Wills LAD 1964,70315,54,9,,,,1964,N,Los Angeles Dodgers,LAD,Wills,Maury,,30,2,10,1932,3,1,6,0,80,42,13,60,96,71,83,39,22,60,78,87,81,44,11,61,103,67,1,0,0,83,91,84,89,39,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,14,2,0,0,0,0,0,0,0,0,1,9,2,89-91,2,180,73,66,72,71,0,0,0,10,4,8,0,0,0,0,70,63,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,1,willsma01,51,299,48,0,2025-03-14,
Rookie Sensation RP Lefty Willis PHA 1926,71449,84,3,,,,1926,N,Philadelphia Athletics,OAK,Willis,Lefty,,64,4,11,1905,2,2,1,12,3,2,1,1,1,1,3,2,1,1,1,1,3,3,2,2,1,1,1,1,0,10,5,6,15,28,6,104,95,59,103,79,107,93,52,97,86,103,95,63,105,77,0,0,128,0,0,97,0,0,0,0,0,0,24,62,2,90-92,3,185,27,20,23,23,0,0,0,3,2,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,willile02,1001,1490,2092,6666,2025-03-14,
Rookie Sensation SP Dontrelle Willis FLO 2003,71504,86,3,,,,2003,N,Florida Marlins,FLA,Willis,Dontrelle,D-Train,35,12,1,1982,2,2,1,11,8,13,9,11,7,7,7,20,6,8,7,4,9,11,11,13,8,8,1,0,0,7,5,6,10,29,32,95,90,72,102,68,123,106,66,121,77,87,85,74,95,65,78,93,0,134,0,0,0,0,0,0,0,0,68,115,3,91-93,2,193,30,13,22,23,0,0,0,6,6,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,0,0,willido03,1800,0,2351,0,2025-03-14,
Unsung Heroes RP Carl Willis MIN 1991,70348,91,8,,,,1991,N,Minnesota Twins,MIN,Willis,Carl,,51,28,12,1960,2,1,1,12,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,2,1,0,15,5,6,26,30,35,63,106,94,102,115,48,128,72,140,104,75,92,118,76,125,58,0,0,77,0,0,81,0,0,0,0,0,25,85,3,89-91,2,193,23,20,22,23,0,0,0,4,6,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,50,0,0,willica01,0,0,5743,0,2025-03-14,
Rookie Sensation SP Brandon Williamson CIN 2023,71493,50,3,,,,2023,N,Cincinnati Reds,CIN,Williamson,Brandon,,55,2,4,1998,1,2,1,11,3,2,2,3,1,1,3,3,2,3,1,1,3,2,2,3,1,1,0,0,0,9,4,6,14,28,17,56,68,60,61,83,49,77,57,73,87,58,65,62,57,82,55,59,66,52,0,0,0,0,0,71,0,0,62,115,3,89-91,3,198,27,30,27,23,0,0,0,5,4,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,willibr02,6,28,20,0,2025-03-14,
Historical All-Star SP Woody Williams STL 2003,71229,82,5,,,,2003,N,St. Louis Cardinals,STL,Williams,Woody,,75,19,8,1966,1,1,1,11,19,42,20,31,11,26,17,60,29,37,19,16,23,36,16,29,9,29,1,0,0,18,4,11,29,60,7,66,89,80,86,96,67,94,79,94,94,65,86,82,80,98,66,56,73,55,76,0,0,0,0,0,0,0,77,113,3,90-92,3,183,34,22,28,29,0,0,0,6,2,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,williwo02,0,1580,1541,0,2025-03-14,
All-Time Legend RF Walt Williams CWS Peak,71363,58,4,,,,1971,Y,Chicago White Sox,CHW,Williams,Walt,No Neck,3,19,12,1943,1,1,9,0,77,72,44,48,109,56,78,70,52,50,117,54,77,73,42,48,106,57,0,2,0,46,44,67,53,32,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,90-92,3,168,1,9,10,5,0,0,0,77,85,104,0,0,0,0,0,0,104,0,101,0,0,0,0,0,1,0,1,3,0,1,0,1,williwa02,6,29,29,0,2025-03-14,
MLB 2025 Live SP Trevor Williams WSH,72368,50,1,,,,2025,N,Washington Nationals,WSN,Williams,Trevor,Project,32,25,4,1992,1,1,1,11,19,18,10,18,18,21,20,19,11,20,20,22,19,18,10,18,18,21,0,0,0,14,15,6,22,44,13,58,74,81,72,79,54,69,79,67,73,63,80,84,76,89,59,64,0,74,0,63,0,0,0,0,0,0,53,66,2,89-91,3,191,16,16,43,14,0,0,0,0,0,0,41,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,willitr01,23,55,47,0,2025-03-14,
Historical All-Star 3B Matt Williams SF 1995,71272,98,5,,,,1995,N,San Francisco Giants,SFG,Williams,Matt,Carson Crusher,39,28,11,1965,1,1,5,0,79,71,127,61,68,93,78,71,162,67,73,86,79,72,117,60,67,96,2,0,0,37,14,85,41,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,4,2,90-92,4,188,80,73,89,51,0,0,0,10,9,9,0,0,0,0,84,71,0,0,0,0,0,0,1,1,0,0,0,5,4,75,0,0,willima04,6000,0,8363,0,2025-03-14,
Negro League Star 2B Marvin Williams PhSt 1943,68506,94,2,,,,1943,N,Philadelphia Stars,PhSt,Williams,Marvin,Tex,27,12,2,1920,1,1,4,0,75,114,106,56,72,78,76,116,109,57,74,79,75,114,106,56,72,78,2,0,0,60,57,61,57,13,19,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,13,2,90-92,3,183,84,68,47,90,53,53,53,3,7,8,0,45,84,93,63,0,0,0,0,0,1,1,0,0,0,0,0,1,4,50,0,0,willima12,5100,17455,7764,0,2025-03-14,
Hardware Heroes LF Ken Williams SLA 1921,70310,99,9,,,,1921,N,St. Louis Browns,BAL,Williams,Ken,,99,28,6,1890,2,1,7,0,86,79,109,118,81,88,65,96,66,120,55,78,97,77,130,118,96,92,2,2,0,65,78,75,68,81,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,22,2,89-91,3,183,3,7,5,10,0,0,0,59,40,89,0,0,0,0,0,0,73,35,0,0,0,0,0,0,1,1,0,1,4,75,0,0,willike01,5708,9598,9922,0,2025-03-14,
MLB 2025 Live SP Gavin Williams CLE,71989,68,1,,,,2025,N,Cleveland Guardians,CLE,Williams,Gavin,,32,26,7,1999,2,1,1,11,12,14,11,18,10,14,12,14,10,17,9,14,13,15,12,19,11,15,0,0,0,10,7,3,19,67,20,76,84,70,79,94,75,82,70,78,92,77,87,71,82,97,102,79,78,73,80,0,0,0,0,0,0,0,54,49,3,96-98,3,198,31,32,50,16,1,1,2,10,22,23,76,0,66,4,16,0,0,0,0,0,1,1,1,0,0,0,0,8,1,2,0,1,williga01,62,105,124,0,2025-03-14,
Ted Simmons Mission - Snapshot C Earl Williams ATL 1972,71177,81,7,,,Ted Simmons Mission,1972,N,Atlanta Braves,ATL,Williams,Earl,,32,14,7,1948,1,1,2,0,64,75,118,78,62,68,68,75,140,75,55,82,63,75,114,80,65,64,2,1,0,13,4,6,11,3,2,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,15,2,0,0,0,0,0,0,0,0,1,8,2,90-92,3,191,58,52,64,39,33,83,33,6,6,5,0,42,89,0,49,0,0,0,0,1,1,0,1,0,0,0,0,3,3,10,0,0,williea02,1333,2899,2242,0,2025-03-14,
Snapshot 3B Dick Williams KC1 1960,71019,69,7,,,,1960,N,Kansas City Athletics,OAK,Williams,Dick,,23,7,5,1929,1,1,5,0,76,113,73,72,71,80,79,122,70,82,72,91,74,111,74,69,71,78,3,0,0,17,5,6,53,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,15,3,0,0,0,0,0,0,0,0,1,24,2,90-92,4,183,64,63,76,38,0,0,0,61,105,62,0,0,79,0,63,0,79,43,69,0,1,0,1,0,1,1,1,2,1,2,0,1,willidi02,84,88,111,5278,2025-03-14,
MLB 2025 Live CL Devin Williams NYY,71847,97,1,,,,2025,N,New York Yankees,NYY,Williams,Devin,,38,21,9,1994,1,1,1,13,22,10,11,18,13,27,24,11,12,19,15,28,22,10,11,18,13,27,0,0,0,24,10,13,50,78,23,127,106,59,104,111,133,108,59,105,115,122,104,60,103,108,126,0,0,144,95,0,0,0,0,0,0,0,14,34,2,95-97,4,191,24,23,57,17,1,1,3,13,18,30,61,0,44,0,14,0,0,0,0,0,1,0,1,0,0,0,0,8,4,75,0,0,willide03,4450,7000,7054,0,2025-03-14,
MLB 2025 Live 2B Alika Williams PIT,72520,41,1,,,,2025,N,Pittsburgh Pirates,PIT,Williams,Alika,,75,12,3,1999,1,1,4,0,75,81,30,59,77,74,76,82,31,60,78,75,75,81,30,59,77,74,0,0,0,65,23,63,63,61,55,1,20,1,1,60,1,20,1,1,58,1,20,1,1,60,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,80-83,3,188,75,77,64,71,0,0,2,62,52,66,127,0,93,83,71,65,73,39,64,0,1,1,1,1,1,1,1,8,0,1,0,1,willial04,9,50,36,0,2025-03-14,
Snapshot SP Albert Williams MIN 1981,70698,54,7,,,,1981,N,Minnesota Twins,MIN,Williams,Albert,,28,6,5,1954,1,1,1,11,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,0,0,0,5,4,6,5,29,50,63,68,60,66,73,82,76,55,77,74,49,63,66,58,73,65,0,92,73,0,0,0,0,0,0,0,0,75,33,2,90-92,3,193,23,20,22,23,0,0,0,7,3,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,willial03,15,32,23,0,2025-03-14,
Snapshot RF Bob Will CHC 1960,70807,52,7,,,,1960,N,Chicago Cubs,CHC,Will,Bob,Butch,28,15,7,1931,2,2,9,0,68,87,37,73,90,50,54,55,27,126,60,47,74,103,41,61,105,52,0,2,0,56,31,39,48,37,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,14,2,89-91,3,183,2,2,6,3,0,0,0,60,109,60,0,0,0,0,0,0,79,42,68,0,0,0,0,0,1,1,1,2,0,1,0,0,willbo01,36,129,36,0,2025-03-14,
Snapshot C Rick Wilkins CHC 1993,71193,95,7,,,,1993,N,Chicago Cubs,CHC,Wilkins,Rick,,2,4,6,1967,2,1,2,0,74,74,110,82,60,90,56,61,104,88,39,72,80,78,112,80,67,98,0,0,0,31,15,67,44,4,9,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,1,2,90-92,3,188,10,3,1,2,71,83,95,8,5,10,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,75,0,0,wilkiri01,5000,18778,7111,0,2025-03-14,
Tim Wakefield Mission - Snapshot SP Hoyt Wilhelm BAL 1959,70588,96,7,,,Tim Wakefield Mission,1959,N,Baltimore Orioles,BAL,Wilhelm,Hoyt,,31,26,7,1922,1,1,1,11,5,10,7,8,3,4,6,17,4,5,4,4,5,8,9,10,3,4,0,2,0,14,5,6,24,21,55,86,101,83,97,109,81,92,79,85,107,90,108,88,108,110,58,0,0,0,0,0,0,0,0,0,0,139,91,69,2,86-88,3,183,28,49,33,23,0,0,0,8,3,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,0,0,wilheho01,6001,15555,15206,0,2025-03-14,
Rookie Sensation RP Sandy Wihtol CLE 1980,71473,60,3,,,,1980,N,Cleveland,CLE,Wihtol,Sandy,,56,1,6,1955,1,1,1,12,3,2,2,3,1,1,3,3,2,3,1,1,3,2,2,3,1,1,1,0,0,5,5,6,5,30,51,71,82,59,84,78,73,82,60,83,80,69,83,58,87,77,66,0,97,0,0,0,0,0,0,0,0,0,24,1,4,90-92,3,185,27,20,23,23,0,0,0,10,10,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,wihtosa01,45,121,82,400,2025-03-14,
Snapshot LF Alan Wiggins SD 1983,70914,71,7,,,,1983,N,San Diego Padres,SDP,Wiggins,Alan,,2,17,2,1958,3,1,7,0,79,52,21,99,105,64,74,39,21,70,104,53,84,56,21,111,106,69,0,1,0,79,93,104,106,68,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,25,2,89-91,3,188,31,26,29,31,0,0,0,52,62,66,0,0,51,12,0,0,62,23,55,0,1,1,0,0,1,1,0,4,2,5,0,0,wiggial01,101,266,270,1112,2025-03-14,
MLB 2025 Live SP Jordan Wicks CHC,72427,53,1,,,,2025,N,Chicago Cubs,CHC,Wicks,Jordan,,36,1,9,1999,2,2,1,11,14,15,7,8,19,9,14,15,7,8,18,9,15,16,8,9,20,10,0,0,0,16,16,1,33,23,16,67,75,75,72,82,70,79,77,75,88,66,74,75,71,80,81,76,70,79,0,0,0,0,0,0,0,0,53,70,3,93-95,3,191,23,27,45,15,1,1,1,12,20,28,62,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,wicksjo01,8,39,42,0,2025-03-14,
Snapshot RP Bob Wickman NYY 1996,70574,54,7,,,,1996,N,New York Yankees,NYY,Wickman,Bob,,27,6,2,1969,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,1,1,0,13,3,6,22,21,31,73,65,49,73,49,63,63,48,72,46,80,66,50,74,52,0,76,0,62,73,79,0,0,0,0,0,0,22,36,0,91-93,3,185,33,13,23,23,0,0,0,7,4,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,wickmbo01,0,124,38,334,2025-03-14,
